Nome do Assistente que processou,CNPJ UFV,USINA/FILIAL,CLUSTER,PC,Nº DA NF ,FORNECEDOR,CNPJ - FORNECEDOR,TIPO  DE SERVIÇO PRESTADO,DATA DE EMISSAO - NF ,VALOR DA NF,DT DE INSERÇÃO DO PC,VENCIMENTO,DATA ENVIO AO FISCAL,DATA DE ESCRITURAÇÃO DO FISCAL,DATA QUE A NF FOI PAGA,STATUS DO LANÇAMENTO
ANDREY,41.738.810/0008-01,DIVINOPOLIS 02,SUL,5815,474,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,03/09/2025,427.5,09/09/2025,05/10/2025,10/09/2025,,,FINANCEIRO
ANDREY,41.718.786/0003-26,RIBEIRA DO POMBAL,NORDESTE ,348,1611,NADILMA SANTOS ,05.145.557/0001-34,COMPRA DE AGUA MINERAL,05/09/2025,147,05/09/2025,25/09/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.181.977/0004-17,PARACATU 01,TRIANGULO,1666,36,CONCEITO AR REFRIGERACAO ,45.995.940/0001-04,LIMPEZA TRIMESTAL DE AR CONDICIONADO,05/09/2025,545,08/09/2025,05/10/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.183.614/0003-30,PARACATU 02,TRIANGULO,1689,37,CONCEITO AR REFRIGERACAO ,45.995.940/0001-04,LIMPEZA TRIMESTAL DE AR CONDICIONADO,05/09/2025,530,08/09/2025,05/10/2025,08/09/2025,,,FINANCEIRO
ANDREY,34.183.614/0007-63,PARACATU 03,TRIANGULO,1690,38,CONCEITO AR REFRIGERACAO ,45.995.940/0001-04,LIMPEZA TRIMESTAL DE AR CONDICIONADO,05/09/2025,550,08/09/2025,05/10/2025,08/09/2025,,,FINANCEIRO
ANDREY,41.738.810/0015-22,SÃO SEBASTIÃO DO OSTE 06,SUL,5813,472,ARTEC AR-CONDICIONADO,34.442.900/0001-00,MANUTENÇAÕ PREVENTIVA DE AR CONDICIONADO,08/09/2025,427.5,09/09/2025,05/10/2025,10/09/2025,,,FINANCEIRO
SABRINA,53048055000723,UFV COMERC MINAS GERAIS 3 LTDA - POUSO ALEGRE ,SUL ,000523,12792,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,8987.34,22/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,53048055000480,UFV COMERC MINAS GERAIS 3 LTDA - SANTO ANTONIO,SUL ,000524,12793,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,8987.34,22/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,36577901000511,ESTRELA DO NORTE SPE II AS - LAGOA GRANDE 3 ,TRIANGULO,000748,12794,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,5607.64,22/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,36577901000279,AB05 - ESTRELA DO NORTE SPE II SA - UNAI 1,TRIANGULO,000749,12795,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,8767.51,22/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,36577901000279,AB05 - ESTRELA DO NORTE SPE II SA - UNAI 1,TRIANGULO,000750,12796,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,8767.51,22/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,53048055000308,UFV COMERC MINAS GERAIS 3 LTDA - PATO DE MINAS ,TRIANGULO,000525,12797,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,8987.34,22/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,53048055000642,PATO DE MINAS IX ,TRIANGULO,000526,12798,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,8987.34,22/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,36577901000350,AB02-ESTRELA DO NORTE SPE II AS - UFV BURITIS ,TRIANGULO,000755,12799,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,8987.34,22/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,36577901000430,AB03-ESTRELA DO NORTE SPE II AS - UFVs LAGOAS ,TRIANGULO,000756,12800,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,8987.34,22/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,36577901000430,AB03-ESTRELA DO NORTE SPE II AS - UFVs LAGOAS ,TRIANGULO,000757,12801,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,17974.68,23/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,36577901000511,ESTRELA DO NORTE SPE II AS - LAGOA GRANDE 3 ,TRIANGULO,000758,12802,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,8987.34,23/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,53599051000300,UFV COMERC PERNAMBUCO 3 LTDA - UFV AREAL,NORDESTE,000320,12803,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,32546.01,23/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,53599051000229,CAMOCIM DE SAO FELIX,NORDESTE,000321,12804,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,65092.01,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,53599051000490,AU04-UFV COMERC PERNAMBUCO 3 LTDA - UFV CUPIRA,NORDESTE,000322,12805,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,32546.01,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,41775887000258,CAMOCIM DE SAO FELIX,NORDESTE,000286,12806,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,32546.01,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,41775887000339,RIACHO DAS ALMAS,NORDESTE,000287,12807,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,32546.02,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,41718786000245,AH03-UFV MORI BAHIA 1 ENERGIA SOLAR AS - JEQUIE,NORDESTE,000366,12808,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,29096.84,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711001460,AZ13-UFV COMERC BAHIA 3 LTDA,NORDESTE,001185,12809,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,32392.18,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711000730,AZ05-CABECOTE PARA INSTALACAO - GUANAMBI ,NORDESTE,001186,12810,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,29096.84,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711001460,AZ13-UFV COMERC BAHIA 3 LTDA,NORDESTE,001188,12811,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,29096.84,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711000579,AZ02-UFV COMERC BAHIA 3 LTDA - ALCOBACA,NORDESTE,001194,12812,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,29096.84,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711001702,AZ15-UFV COMERC BAHIA 3 LTDA - BARRA DO CHOCA,NORDESTE,001200,12813,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,29096.84,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711001540,AZ16-UFV COMERC BAHIA 3 LTDA - IRAQUARA,NORDESTE,001205,12814,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,29096.84,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711001389,AZ14-UFV COMERC BAHIA 3 LTDA ,NORDESTE,001197,12815,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,29096.84,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711001117,AZ09-UFV COMERC BAHIA 3 LTDA - URANDI,NORDESTE,001207,12816,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,29096.84,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711001206,AZ10-UFV COMERC BAHIA 3 LTDA - JOAO DOURADO ,NORDESTE,001210,12817,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,29096.84,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,41718786000326,RIBEIRA DO POMBAL,NORDESTE,000373,12818,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,30311.81,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711000650,AZ03-UFV COMERC BAHIA 3 LTDA - BARRA DA ESTIVA,NORDESTE,001212,12819,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,58193.68,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711000226,AZ04-UFV COMERC BAHIA 3 LTDA - BRUMADO,NORDESTE,001213,12820,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,29096.84,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,54294711000307,AZ06-UFV COMERC BAHIA 3 LTDA - IBIPEBA,NORDESTE,001214,12821,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,30311.81,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
SABRINA,41718786000407,AH04-UFV MORI BAHIA 1 ENERGIA SOLAR AS - LAPAO ,NORDESTE,000374,12822,RITZ MG COMERCIAL LTDA,5874588000126,COMPRA DE EPC ,08/09/2025,27016.47,24/09/2025,15/10/2025,30/09/2025,,,FINANCEIRO
ANDREY,34.458.863/0001-29,JANUARIA I,NORTE, ,566382,HOLD TRANSPORTE,24.052.966/0001-30,TRANSPORTE DE MATERIAL ,09/09/2025,2100,09/09/2025,05/10/2025,10/09/2025,,,FINANCEIRO
ANDREY,42.911.546/0003-06,CAMPO BELO 04,SUL , ,6824,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE CHAVE DE TRANFERENCIA,09/09/2025,697,09/09/2025,05/10/2025,11/09/2025,,,FINANCEIRO
ANDREY,36.557.901/0005-11,LAGOA GRANDE ,TRIANGULO,556,517590,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",09/09/2025,4508.54,11/09/2025,05/10/2025,11/09/2025,,,FINANCEIRO
ANDREY,54.294.711/0017-02,BARRA DO CHOCA,NORDESTE,767,5665,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",09/09/2025,3882.78,11/09/2025,05/10/2025,11/09/2025,,,FINANCEIRO
ANDREY,54.294.711/0006-50,BARRA DA ESTIVA ,NORDESTE,768,5497,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",09/09/2025,3882.78,11/09/2025,05/10/2025,11/09/2025,,,FINANCEIRO
ANDREY,54.294.711/0007.30,GUANABI,NORDESTE,770,5647,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",09/09/2025,3882.78,11/09/2025,05/10/2025,11/09/2025,,,FINANCEIRO
ANDREY,54.294.711/0003-07,IBIPEBA ,NORDESTE,771,5496,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",09/09/2025,3882.78,11/09/2025,05/10/2025,11/09/2025,,,FINANCEIRO
THAUANY,34461745000170,UFV FRANCISCO SÁ ,NORTE,424,2261,KERO GAS DISTRIBUIDORA LTDA,30676201000174,FORNECIMENTO DE AGUA ,09/09/2025,300,17/09/2025,05/10/2025,22/09/2025,,,PAGO 
THAUANY,36.577.901/0002-79,ESTRELA DO NORTE SPE II - UNAI ,TRIANGULO,705,991274,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,17/09/2025,,,PAGO 
THAUANY,36.577.901/0003-50,ESTRELA DO NORTE SPE II - BURITIS,TRIANGULO,709,991273,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,17/09/2025,,,PAGO 
THAUANY,53048055000723,COMERC MINAS GERAIS 3,NORTE ,500,991276,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,15/09/2025,,,PAGO 
THAUANY,53281051000229,COMERC PERNAMBUCO 3,PERNEMBUCO,284,991291,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,15/09/2025,,,PAGO 
THAUANY,53048055000308,COMERC MINAS GERAIS 3,NORTE ,497,991335,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,41775887000258,MORI PERNAMBUCO 1,PERNEMBUCO,271,991333,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,36577901000430,ESTRELA DO NORTE SPE II,TRIANGULO,703,991330,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,41775887000339,MORI PERNAMBUCO 1,PERNEMBUCO,274,991328,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,54294711001206,UFV COMERC BAHIA 3 ,BAHIA,1111,991324,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,41718786000326,UFV MORI BAHIA 1,BAHIA,341,991294,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,41718786000245,UFV MORI BAHIA 1,BAHIA,342,991297,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,41718781000407,UFV MORI BAHIA 1,BAHIA,343,991298,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,54294711000579,UFV COMERC BAHIA 3 ,BAHIA,1103,991308,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,54294711001702,UFV COMERC BAHIA 3 ,BAHIA,1104,991313,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,54294711000650,UFV COMERC BAHIA 3 ,BAHIA,1105,991314,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,54294711000226,UFV COMERC BAHIA 3 ,BAHIA,1106,991319,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,54294711000730,UFV COMERC BAHIA 3 ,BAHIA,1107,991321,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,54294711001389,UFV COMERC BAHIA 3 ,BAHIA,1110,991323,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,54294711001540,UFV COMERC BAHIA 3 ,BAHIA,1109,991359,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,23/09/2025,,,PAGO 
THAUANY,54294711001117,UFV COMERC BAHIA 3 ,BAHIA,1112,991325,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,25/09/2025,,,PAGO 
THAUANY,54292711000307,UFV COMERC BAHIA 3 ,BAHIA,1108,991322,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/10/2025,25/09/2025,,,PAGO 
THAUANY,54294711001540,UFV COMERC BAHIA 3 ,BAHIA,750,991360,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,53048055000308,UFV COMERC MINAS GERAIS 3 ,TRIANGULO,381,991336,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,41775887000258,UFV MORI PERNAMBUCO 1,PERNEMBUCO,208,991332,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,36577901000430,ESTRELA DO NORTE SPE II,NORTE ,549,991329,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,41775887000339,UFV MORI PERNAMBUCO 1,PERNEMBUCO,209,991326,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,36577901000511,ESTRELA DO NORTE SPE II,NORTE ,550,991277,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,53048055000723,UFV COMERC MINAS GERAIS 3 ,TRIANGULO,384,991275,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
THAUANY,54294711000650,UFV COMERC BAHIA 3 ,BAHIA,746,993609,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,01/10/2025,15/10/2025,01/10/2025,,,PAGO 
THAUANY,41738810000127,ESTRELA DO NORTE SPE,NORTE ,5814,56712,HOLD TRANSPORTE ,24052966000130,SERVIÇO DE TRANSPORTE ,10/09/2025,593.33,16/09/2025,25/10/2025,16/09/2025,,,PAGO 
THAUANY,36577901000279,ESTRELA DO NORTE SPE II,NORTE ,705,991274,COERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/09/2025,17/09/2025,,,PAGO 
THAUANY,36577901000350,ESTRELA DO NORTE SPE II,NORTE ,709,991273,COERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",10/09/2025,5499.96,12/09/2025,05/09/2025,17/09/2025,,,PAGO 
THAUANY,34181977000255,MORI MINAS NEWCO I ,TRIANGULO,1677,84,ENOCH ALVES GOMES,15963020620,SERVIÇO DE TRANSPORTE ,10/09/2025,360,16/09/2025,05/10/2025,22/09/2025,,,PAGO 
THAUANY,34183614000259,MORI MINAS NEWCO III,TRIANGULO,1705,86,ENOCH ALVES GOMES,15963020620,SERVIÇO DE TRANSPORTE ,10/09/2025,360,16/09/2025,05/10/2025,22/09/2025,,,PAGO 
THAUANY,34182074000531,MORI MINAS NEWCO II,TRIANGULO,1506,85,ENOCH ALVES GOMES,15963020620,SERVIÇO DE TRANSPORTE ,10/09/2025,360,16/09/2025,05/10/2025,22/09/2025,,,PAGO 
THAUANY,34183614000682,MORI MINAS NEWCO III,TRIANGULO,1710,12,MARILENE RIBEIRO FELIX,33745411000165,SERVIÇO DE TRANSPORTE ,10/09/2025,340,19/09/2025,15/10/2025,22/09/2025,,,PAGO 
THAUANY,34181977000760,MORI MINAS NEWCO I ,TRIANGULO,1683,11,MARILENE RIBEIRO FELIX,33745411000165,SERVIÇO DE TRANSPORTE ,10/09/2025,510,19/09/2025,15/10/2025,22/09/2025,,,PAGO 
THAUANY,53048055000642,UFV COMERC MINAS GERAIS 3 ,BAHIA,383,991834,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS: ALICATE, SOPRADOR, CHAVE",11/09/2025,1822.68,30/09/2025,15/10/2025,30/09/2025,,,PAGO 
ANDREY,31.549.360/0001-70,MANGA,NORTE ,416,001.25.60571778-0,COMPANHIA DE SANEAMENTO MINAS GERAIS ,17.281.106/0001-03,FORNECIMENTO DE AGUA POTAVEL,11/09/2025,36.6,19/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,53.048.055/0006-42,PATOS DE MONAS IX,TRIANGULO,498,991827,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",11/09/2025,5499.96,19/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,53.048.055/0004-80,SANTO ANTONIO DO AMPARO 02,SUL ,499,991835,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",11/09/2025,5499.96,19/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,36.577.901/0005-11,LAGOA,TRIANGULO,704,992384,COFERMETA SA,17.281.973/0013-82,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",11/09/2025,5499.96,19/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
THAUANY,34183993000177,MORI MINAS NEWCO III,TRIANGULO,1697,5226,NEW CABOS LTDA,19436993000177,COMPRA DE CABOS,11/09/2025,84760,16/09/2025,15/10/2025,16/09/2025,,,PAGO 
THAUANY,34181977000174,MORI MINAS NEWCO I ,TRIANGULO,1668,56713,HOLD TRANSPORTE ,24052966000130,SRVIÇO DE TRANSPORTE,11/09/2025,1950,15/09/2025,25/11/2025,16/09/2025,,,PAGO 
THAUANY,34181977000174,MORI MINAS NEWCO I ,TRIANGULO,1667,56749,HOLD TRANSPORTE ,24052966000130,SRVIÇO DE TRANSPORTE,11/09/2025,2250,15/09/2025,05/10/2025,25/09/2025,,,PAGO 
THAUANY,32014225000193,UFV Lagoa Grande ,TRIANGULO,383,1855,SUNGROW DO BRASIL ,30179370000280,COMPRA DE EQUIPAMENTOS,11/09/2025,450.14,17/09/2025,15/10/2025,25/09/2025,,,PAGO 
ANDREY,54.294.711/0002-26,BRUMADO ,NORDESTE,769,5664,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",12/09/2025,3882.78,11/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
ANDREY,34.183.614/0002-59,PIRAPORA 2,CENTRO,1707,72609,ANHANGUERA FERRAMENTAS,00.565.813/0009-86,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",12/09/2025,483.68,17/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
THAUANY,34181977000255,MORI MINAS NEWCO I ,TRIANGULO,1669,1669,POWER COMERCIAL LTDA,1938502000716,ALUGUEL DE MAQUINAS E EQUIPAMENTOS ,12/09/2025,7239.6,15/09/2025,15/10/2025,15/09/2025,,,PAGO 
THAUANY,34181977000760,MORI MINAS NEWCO I ,TRIANGULO,1670,11724,POWER COMERCIAL LTDA,1938502000716,ALUGUEL DE MAQUINAS E EQUIPAMENTOS ,12/09/2025,4826.4,15/09/2025,15/10/2025,15/09/2025,,,PAGO 
THAUANY,34183614000500,MORI MINAS NEWCO III,TRIANGULO,1703,384778,LOJA ELETRICA LTDA,17155342001155,COMPRA DE FERRAMENTAS,12/09/2025,4630,16/09/2025,15/11/2025,16/09/2025,,,PAGO 
THAUANY,41738810001280,ESTRELA DO NORTE SPE ,NORTE ,5828,30799,COPERROS DE FERRAGENS LTDA,9411201000156,COMPRA DE FERRAMENTAS,12/09/2025,351.4,17/09/2025,05/10/2025,22/09/2025,,,PAGO 
THAUANY,34181977000255,MORI MINAS NEWCO I ,CENTRO,1688,30797,COPERROS DE FERRAGENS LTDA,9411201000156,COMPRA DE FERRAMENTAS,12/09/2025,1925.76,23/09/2025,05/10/2025,25/09/2025,,,PAGO 
THAUANY,34181977000760,MORI MINAS NEWCO I ,CENTRO,1697,30798,COPERROS DE FERRAGENS LTDA,9411201000156,COMPRA DE FERRAMENTAS,12/09/2025,670,23/09/2025,05/10/2025,25/09/2025,,,PAGO 
THAUANY,42385610000524,MORI GERAÇÃO II,TRIANGULO,4623,30800,COPERROS DE FERRAGENS LTDA,9411201000156,COMPRA DE FERRAMENTAS,12/09/2025,90,22/09/2025,05/10/2025,25/09/2025,,,PAGO 
THAUANY,41738810000631,ESTRELA DO NORTE SPE ,NORTE ,5834,30796,COPERROS DE FERRAGENS LTDA,9411201000156,COMPRA DE FERRAMENTAS,12/09/2025,49.6,22/09/2025,05/10/2025,25/09/2025,,,PAGO 
ANDREY,34.181.977/0005-06,MIRABELA 01,CENTRO,1679,72605,ANHANGUERA FERRAMENTAS,00.565.813/0009-86,"COMPRA DE MATERIAIS; CHAVES PORCAS BROCAS, ALICATES",15/09/2025,844.73,17/09/2025,15/10/2025,19/09/2025,,,FINANCEIRO
